timestamp,value1,value2,value3,value4,value5
12th December 2018,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f625', b'\\U0001f443', b'\\U0001f421']"

11th December 2018,"[b'\\U0001f605', b'\\U0001f62c', b'\\U0001f495', b'\\U0001f625', b'\\U0001f623']"

10th December 2018,"[b'\\U0001f601', b'\\U0001f60e', b'\\U0001f64f', b'\\U0001f431', b'\\U0001f341']"

9th December 2018,"[b'\\U0001f916', b'\\U0001f385', b'\\U0001f41d', b'\\U0001f34c', b'\\U0001f3af']"

8th December 2018,"[b'\\U0001f606', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f914', b'\\U0001f643']"

7th December 2018,"[b'\\U0001f642', b'\\U0001f4a9', b'\\U0001f431', b'\\U0001f308', b'\\u270c']"

6th December 2018,"[b'\\U0001f609', b'\\U0001f60b', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f917']"

5th December 2018,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f617', b'\\U0001f607', b'\\U0001f917']"

4th December 2018,"[b'\\U0001f60d', b'\\U0001f601', b'\\U0001f60b', b'\\U0001f601', b'\\U0001f608']"

3rd December 2018,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f602', b'\\U0001f60b', b'\\U0001f618']"

2nd December 2018,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f493', b'\\U0001f62c']"

1st December 2018,"[b'\\U0001f607', b'\\U0001f917', b'\\U0001f602', b'\\U0001f61d', b'\\U0001f914']"

30th November 2018,"[b'\\U0001f607', b'\\U0001f602', b'\\U0001f618', b'\\U0001f60b', b'\\U0001f60d']"

29th November 2018,"[b'\\U0001f601', b'\\U0001f60a', b'\\U0001f609', b'\\U0001f643', b'\\U0001f60b']"

28th November 2018,"[b'\\u2764', b'\\U0001f498', b'\\u2764', b'\\U0001f498', b'\\u2764']"

27th November 2018,"[b'\\U0001f619', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f606', b'\\U0001f609']"

26th November 2018,"[b'\\U0001f911', b'\\U0001f47d', b'\\U0001f981', b'\\U0001f642', b'\\U0001f60b']"

25th November 2018,"[b'\\U0001f4a9', b'\\U0001f914', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f617']"

24th November 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f617', b'\\U0001f608']"

23rd November 2018,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f61d', b'\\U0001f60d', b'\\U0001f913']"

22nd November 2018,"[b'\\U0001f60e', b'\\U0001f60b', b'\\U0001f600', b'\\U0001f60a', b'\\U0001f642']"

21st November 2018,"[b'\\U0001f911', b'\\U0001f607', b'\\U0001f603', b'\\U0001f61c', b'\\U0001f602']"

20th November 2018,"[b'\\U0001f604', b'\\U0001f607', b'\\U0001f60b', b'\\U0001f911', b'\\U0001f60e']"

19th November 2018,"[b'\\U0001f917', b'\\U0001f436', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f914']"

18th November 2018,"[b'\\U0001f618', b'\\U0001f911', b'\\U0001f608', b'\\U0001f984', b'\\U0001f602']"

17th November 2018,"[b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60b', b'\\U0001f61d', b'\\U0001f44a']"

16th November 2018,"[b'\\U0001f913', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f914', b'\\U0001f618']"

15th November 2018,"[b'\\U0001f60d', b'\\U0001f4a9', b'\\U0001f444', b'\\U0001f600', b'\\U0001f61d']"

14th November 2018,"[b'\\U0001f607', b'\\U0001f600', b'\\U0001f602', b'\\U0001f643', b'\\U0001f61c']"

13th November 2018,"[b'\\U0001f602', b'\\U0001f60e', b'\\U0001f60a', b'\\U0001f44a', b'\\U0001f612']"

12th November 2018,"[b'\\U0001f60e', b'\\U0001f914', b'\\U0001f915', b'\\U0001f608', b'\\U0001f47d']"

11th November 2018,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f643', b'\\U0001f914']"

10th November 2018,"[b'\\U0001f60d', b'\\U0001f618', b'\\u2764', b'\\U0001f493', b'\\U0001f495']"

9th November 2018,"[b'\\U0001f914', b'\\U0001f431', b'\\U0001f596', b'\\U0001f409', b'\\U0001f33b']"

8th November 2018,"[b'\\U0001f913', b'\\U0001f60b', b'\\U0001f416', b'\\U0001f4b7', b'\\U0001f3f3\\U0001f308']"

7th November 2018,"[b'\\U0001f60a', b'\\U0001f917', b'\\U0001f913', b'\\U0001f60b', b'\\U0001f607']"

6th November 2018,"[b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f618', b'\\u2764', b'\\u2764']"

5th November 2018,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f60b']"

4th November 2018,"[b'\\U0001f61b', b'\\U0001f416', b'\\U0001f444', b'\\U0001f389', b'\\U0001f353']"

3rd November 2018,"[b'\\U0001f60b', b'\\U0001f618', b'\\U0001f917', b'\\U0001f913', b'\\U0001f60e']"

2nd November 2018,"[b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f61d', b'\\U0001f61d']"

1st November 2018,"[b'\\U0001f61d', b'\\U0001f47d', b'\\U0001f47b', b'\\U0001f600', b'\\U0001f607']"

31st October 2018,"[b'\\U0001f602', b'\\U0001f600', b'\\U0001f601', b'\\U0001f445', b'\\U0001f604']"

30th October 2018,"[b'\\U0001f607', b'\\U0001f618', b'\\U0001f917', b'\\U0001f634', b'\\U0001f427']"

29th October 2018,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f911', b'\\U0001f60a', b'\\U0001f602']"

28th October 2018,"[b'\\U0001f602', b'\\U0001f914', b'\\U0001f984', b'\\U0001f62c', b'\\U0001f62d']"

27th October 2018,"[b'\\U0001f618', b'\\U0001f40c', b'\\U0001f441', b'\\U0001f319', b'\\U0001f47b']"

26th October 2018,"[b'\\U0001f618', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60a', b'\\U0001f601']"

25th October 2018,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f917']"

24th October 2018,"[b'\\U0001f913', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60e']"

23rd October 2018,"[b'\\U0001f60b', b'\\U0001f913', b'\\U0001f60a', b'\\U0001f619', b'\\U0001f606']"

22nd October 2018,"[b'\\U0001f913', b'\\U0001f913', b'\\U0001f607', b'\\u2666', b'\\U0001f346']"

21st October 2018,"[b'\\U0001f602', b'\\U0001f436', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f431']"

20th October 2018,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f911']"

19th October 2018,"[b'\\U0001f606', b'\\U0001f60e', b'\\U0001f914', b'\\U0001f643', b'\\U0001f60d']"

18th October 2018,"[b'\\U0001f600', b'\\U0001f619', b'\\U0001f911', b'\\U0001f643', b'\\U0001f609']"

17th October 2018,"[b'\\U0001f60a', b'\\U0001f34d', b'\\U0001f353', b'\\U0001f607', b'\\U0001f341']"

16th October 2018,"[b'\\U0001f446', b'\\U0001f447', b'\\U0001f44a', b'\\U0001f595', b'\\U0001f596']"

15th October 2018,"[b'\\U0001f308', b'\\U0001f610', b'\\U0001f353', b'\\U0001f60d', b'\\U0001f643']"

14th October 2018,"[b'\\U0001f606', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f984', b'\\U0001f942']"

13th October 2018,"[b'\\U0001f917', b'\\U0001f609', b'\\U0001f913', b'\\U0001f60b', b'\\U0001f604']"

12th October 2018,"[b'\\U0001f600', b'\\U0001f601', b'\\U0001f438', b'\\U0001f340', b'\\U0001f351']"

11th October 2018,"[b'\\U0001f60a', b'\\U0001f607', b'\\U0001f634', b'\\U0001f436', b'\\U0001f91e']"

10th October 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\u2665', b'\\U0001f61b', b'\\U0001f601']"

9th October 2018,"[b'\\U0001f914', b'\\U0001f61d', b'\\U0001f60b', b'\\U0001f602', b'\\U0001f632']"

8th October 2018,"[b'\\U0001f600', b'\\U0001f604', b'\\U0001f60b', b'\\U0001f606', b'\\U0001f61d']"

7th October 2018,"[b'\\U0001f437', b'\\U0001f4b8', b'\\U0001f44f', b'\\U0001f41f', b'\\U0001f4a9']"

6th October 2018,"[b'\\U0001f47b', b'\\U0001f431', b'\\U0001f46a', b'\\U0001f30d', b'\\u26fa']"

5th October 2018,"[b'\\U0001f602', b'\\U0001f642', b'\\U0001f635', b'\\U0001f60b', b'\\U0001f636']"

4th October 2018,"[b'\\U0001f984', b'\\u2620', b'\\u264c', b'\\u262e', b'\\U0001f916']"

3rd October 2018,"[b'\\U0001f917', b'\\U0001f60e', b'\\U0001f62c', b'\\U0001f611', b'\\U0001f4a9']"

2nd October 2018,"[b'\\U0001f914', b'\\U0001f636', b'\\U0001f914', b'\\U0001f636', b'\\U0001f914']"

1st October 2018,"[b'\\U0001f917', b'\\U0001f913', b'\\U0001f60e', b'\\U0001f61c', b'\\U0001f60d']"

30th September 2018,"[b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f61d', b'\\U0001f914', b'\\U0001f913']"

29th September 2018,"[b'\\U0001f61c', b'\\U0001f47b', b'\\U0001f634', b'\\U0001f98a', b'\\U0001f988']"

28th September 2018,"[b'\\U0001f431', b'\\U0001f405', b'\\U0001f98b', b'\\U0001f61a', b'\\U0001f988']"

27th September 2018,"[b'\\U0001f602', b'\\U0001f601', b'\\U0001f607', b'\\U0001f911', b'\\U0001f60a']"

26th September 2018,"[b'\\U0001f61c', b'\\U0001f4a9', b'\\U0001f47b', b'\\U0001f419', b'\\U0001f984']"

25th September 2018,"[b'\\U0001f60e', b'\\U0001f600', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618']"

24th September 2018,"[b'\\U0001f602', b'\\U0001f911', b'\\U0001f61d', b'\\U0001f60a', b'\\U0001f47b']"

23rd September 2018,"[b'\\U0001f602', b'\\U0001f914', b'\\U0001f913', b'\\U0001f61c', b'\\U0001f607']"

22nd September 2018,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f607', b'\\U0001f913']"

21st September 2018,"[b'\\U0001f607', b'\\U0001f602', b'\\U0001f608', b'\\U0001f44a', b'\\U0001f595']"

20th September 2018,"[b'\\U0001f601', b'\\U0001f609', b'\\U0001f61c', b'\\U0001f47b', b'\\U0001f4a9']"

19th September 2018,"[b'\\U0001f617', b'\\U0001f643', b'\\U0001f609', b'\\U0001f60d', b'\\U0001f604']"

18th September 2018,"[b'\\U0001f354', b'\\U0001f98b', b'\\U0001f91e', b'\\U0001f3f3\\U0001f308', b'\\U0001f618']"

17th September 2018,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f618', b'\\U0001f911', b'\\U0001f914']"

16th September 2018,"[b'\\U0001f914', b'\\U0001f60d', b'\\U0001f619', b'\\U0001f911', b'\\U0001f913']"

15th September 2018,"[b'\\U0001f412', b'\\U0001f981', b'\\U0001f31e', b'\\U0001f308', b'\\U0001f407']"

14th September 2018,"[b'\\U0001f602', b'\\U0001f619', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f60e']"

13th September 2018,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f913', b'\\U0001f914', b'\\U0001f633']"

12th September 2018,"[b'\\U0001f618', b'\\U0001f60a', b'\\U0001f914', b'\\U0001f607', b'\\U0001f60d']"

11th September 2018,"[b'\\U0001f917', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f619', b'\\U0001f60e']"

10th September 2018,"[b'\\U0001f595', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f445', b'\\U0001f984']"

9th September 2018,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f618', b'\\U0001f600', b'\\U0001f602']"

8th September 2018,"[b'\\U0001f600', b'\\U0001f47b', b'\\U0001f409', b'\\U0001f436', b'\\U0001f341']"

7th September 2018,"[b'\\U0001f601', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f60e']"

6th September 2018,"[b'\\U0001f45d', b'\\U0001f41d', b'\\U0001f311', b'\\U0001f34c', b'\\U0001f6c0']"

5th September 2018,"[b'\\U0001f61c', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f631']"

4th September 2018,"[b'\\U0001f984', b'\\U0001f917', b'\\U0001f602', b'\\U0001f914', b'\\U0001f444']"

3rd September 2018,"[b'\\U0001f600', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f609']"

2nd September 2018,"[b'\\u270c', b'\\u270c', b'\\u270c', b'\\U0001f352', b'\\u2600']"

1st September 2018,"[b'\\U0001f917', b'\\U0001f618', b'\\U0001f608', b'\\U0001f61d', b'\\U0001f607']"

31st August 2018,"[b'\\U0001f61d', b'\\U0001f607', b'\\U0001f618', b'\\U0001f911', b'\\U0001f61c']"

30th August 2018,"[b'\\U0001f98a', b'\\U0001f411', b'\\U0001f634', b'\\U0001f60e', b'\\U0001f431']"

29th August 2018,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f618', b'\\U0001f431']"

28th August 2018,"[b'\\U0001f911', b'\\U0001f617', b'\\U0001f61c', b'\\U0001f917', b'\\U0001f600']"

27th August 2018,"[b'\\U0001f61d', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f60e', b'\\U0001f617']"

26th August 2018,"[b'\\U0001f61a', b'\\U0001f4af', b'\\u2665', b'\\U0001f911', b'\\U0001f61c']"

25th August 2018,"[b'\\U0001f911', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f607', b'\\U0001f634']"

24th August 2018,"[b'\\U0001f607', b'\\U0001f619', b'\\U0001f913', b'\\U0001f60d', b'\\U0001f600']"

23rd August 2018,"[b'\\U0001f631', b'\\U0001f602', b'\\U0001f431', b'\\U0001f98a', b'\\u2764']"

22nd August 2018,"[b'\\U0001f914', b'\\U0001f604', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f619']"

21st August 2018,"[b'\\U0001f984', b'\\U0001f344', b'\\U0001f353', b'\\U0001f349', b'\\u2764']"

20th August 2018,"[b'\\U0001f91e', b'\\U0001f495', b'\\U0001f407', b'\\U0001f412', b'\\U0001f634']"

19th August 2018,"[b'\\U0001f600', b'\\U0001f913', b'\\U0001f60b', b'\\U0001f60e', b'\\U0001f602']"

18th August 2018,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f427', b'\\U0001f388', b'\\U0001f3f3\\U0001f308']"

17th August 2018,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f43c', b'\\U0001f340', b'\\u2764']"

16th August 2018,"[b'\\U0001f434', b'\\U0001f428', b'\\U0001f600', b'\\U0001f607', b'\\U0001f31e']"

15th August 2018,"[b'\\U0001f917', b'\\U0001f607', b'\\U0001f643', b'\\U0001f618', b'\\U0001f60e']"

14th August 2018,"[b'\\U0001f607', b'\\U0001f607', b'\\U0001f618', b'\\U0001f607', b'\\U0001f607']"

13th August 2018,"[b'\\U0001f60d', b'\\U0001f60b', b'\\U0001f602', b'\\U0001f917', b'\\U0001f61d']"

12th August 2018,"[b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f913', b'\\U0001f911', b'\\U0001f4a9']"

11th August 2018,"[b'\\U0001f914', b'\\U0001f609', b'\\U0001f642', b'\\U0001f619', b'\\U0001f917']"

10th August 2018,"[b'\\U0001f606', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f61d']"

9th August 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f914', b'\\U0001f618']"

8th August 2018,"[b'\\U0001f617', b'\\U0001f60a', b'\\U0001f61c', b'\\U0001f643', b'\\U0001f917']"

7th August 2018,"[b'\\U0001f61d', b'\\U0001f607', b'\\U0001f618', b'\\U0001f911', b'\\U0001f61c']"

6th August 2018,"[b'\\U0001f914', b'\\U0001f613', b'\\U0001f61c', b'\\U0001f600', b'\\U0001f634']"

5th August 2018,"[b'\\U0001f617', b'\\U0001f917', b'\\U0001f604', b'\\U0001f609', b'\\U0001f60c']"

4th August 2018,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f913']"

3rd August 2018,"[b'\\U0001f642', b'\\U0001f60e', b'\\U0001f60d', b'\\U0001f61d', b'\\U0001f60a']"

2nd August 2018,"[b'\\U0001f984', b'\\U0001f48e', b'\\U0001f61d', b'\\U0001f98b', b'\\U0001f618']"

1st August 2018,"[b'\\U0001f607', b'\\U0001f913', b'\\U0001f61c', b'\\U0001f596', b'\\U0001f308']"

31st July 2018,"[b'\\U0001f911', b'\\U0001f606', b'\\U0001f914', b'\\U0001f600', b'\\U0001f60a']"

30th July 2018,"[b'\\U0001f340', b'\\U0001f61b', b'\\U0001f942', b'\\U0001f3f3\\U0001f308', b'\\u2665']"

29th July 2018,"[b'\\U0001f911', b'\\U0001f602', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f60a']"

28th July 2018,"[b'\\U0001f61c', b'\\U0001f602', b'\\U0001f618', b'\\U0001f61d', b'\\U0001f917']"

27th July 2018,"[b'\\U0001f60d', b'\\U0001f642', b'\\U0001f609', b'\\U0001f915', b'\\U0001f613']"

26th July 2018,"[b'\\U0001f634', b'\\U0001f635', b'\\U0001f624', b'\\U0001f623', b'\\U0001f47d']"

25th July 2018,"[b'\\U0001f333', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f981', b'\\U0001f444']"

24th July 2018,"[b'\\U0001f31e', b'\\U0001f341', b'\\U0001f607', b'\\U0001f308', b'\\u263a']"

23rd July 2018,"[b'\\U0001f60d', b'\\u2728', b'\\U0001f48d', b'\\U0001f42f', b'\\u26bd']"

22nd July 2018,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f60b', b'\\U0001f917', b'\\u2764']"

21st July 2018,"[b'\\U0001f618', b'\\U0001f600', b'\\U0001f61c', b'\\U0001f911', b'\\U0001f917']"

20th July 2018,"[b'\\U0001f911', b'\\U0001f4a9', b'\\U0001f47b', b'\\U0001f420', b'\\U0001f308']"

19th July 2018,"[b'\\U0001f618', b'\\U0001f61c', b'\\U0001f604', b'\\U0001f60d', b'\\U0001f914']"

18th July 2018,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f914', b'\\U0001f608']"

17th July 2018,"[b'\\U0001f60d', b'\\U0001f61a', b'\\U0001f60b', b'\\U0001f618', b'\\U0001f917']"

16th July 2018,"[b'\\U0001f64f', b'\\U0001f427', b'\\U0001f431', b'\\U0001f340', b'\\U0001f4b7']"

15th July 2018,"[b'\\U0001f340', b'\\U0001f431', b'\\U0001f596', b'\\U0001f344', b'\\U0001f480']"

14th July 2018,"[b'\\U0001f603', b'\\U0001f601', b'\\U0001f61c', b'\\U0001f60b', b'\\U0001f917']"

13th July 2018,"[b'\\u2764', b'\\U0001f981', b'\\U0001f60d', b'\\U0001f44a', b'\\U0001f60b']"

12th July 2018,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f911', b'\\U0001f607', b'\\U0001f60a']"

11th July 2018,"[b'\\U0001f602', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f606', b'\\U0001f914']"

10th July 2018,"[b'\\U0001f913', b'\\U0001f47b', b'\\U0001f412', b'\\U0001f33b', b'\\U0001f54b']"

9th July 2018,"[b'\\U0001f602', b'\\U0001f607', b'\\U0001f60d', b'\\U0001f618', b'\\u2764']"

8th July 2018,"[b'\\U0001f602', b'\\U0001f60e', b'\\U0001f914', b'\\U0001f911', b'\\U0001f64f']"

7th July 2018,"[b'\\U0001f608', b'\\U0001f634', b'\\U0001f446', b'\\U0001f616', b'\\U0001f632']"

6th July 2018,"[b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f60d', b'\\U0001f619']"

5th July 2018,"[b'\\U0001f60d', b'\\U0001f44a', b'\\U0001f431', b'\\U0001f33b', b'\\U0001f346']"

4th July 2018,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f60e', b'\\U0001f911', b'\\U0001f60a']"

3rd July 2018,"[b'\\U0001f422', b'\\U0001f355', b'\\U0001f60f', b'\\U0001f369', b'\\U0001f4b0']"

2nd July 2018,"[b'\\U0001f61c', b'\\U0001f913', b'\\U0001f604', b'\\U0001f60d', b'\\U0001f600']"

1st July 2018,"[b'\\U0001f3f3\\U0001f308', b'\\U0001f602', b'\\U0001f98a', b'\\U0001f495', b'\\U0001f389']"

30th June 2018,"[b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f636', b'\\U0001f911', b'\\U0001f607']"

29th June 2018,"[b'\\U0001f603', b'\\U0001f607', b'\\U0001f61c', b'\\U0001f60a', b'\\U0001f642']"

28th June 2018,"[b'\\U0001f61c', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f602', b'\\U0001f607']"

27th June 2018,"[b'\\U0001f601', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f422']"

26th June 2018,"[b'\\U0001f602', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f422', b'\\U0001f353']"

25th June 2018,"[b'\\U0001f606', b'\\U0001f618', b'\\U0001f61c', b'\\U0001f607', b'\\U0001f914']"

24th June 2018,"[b'\\U0001f911', b'\\U0001f914', b'\\U0001f618', b'\\U0001f607', b'\\U0001f917']"

23rd June 2018,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f601', b'\\U0001f914', b'\\U0001f61c']"

22nd June 2018,"[b'\\U0001f917', b'\\U0001f91e', b'\\U0001f60e', b'\\U0001f47d', b'\\U0001f412']"

21st June 2018,"[b'\\U0001f984', b'\\U0001f604', b'\\U0001f606', b'\\U0001f602', b'\\U0001f525']"

20th June 2018,"[b'\\U0001f98b', b'\\U0001f346', b'\\U0001f340', b'\\U0001f431', b'\\U0001f4a9']"

19th June 2018,"[b'\\U0001f914', b'\\U0001f917', b'\\U0001f98a', b'\\U0001f60c', b'\\u2666']"

18th June 2018,"[b'\\U0001f60d', b'\\U0001f61c', b'\\U0001f600', b'\\U0001f917', b'\\U0001f911']"

17th June 2018,"[b'\\U0001f60d', b'\\U0001f917', b'\\U0001f618', b'\\U0001f984', b'\\U0001f3f3\\U0001f308']"

16th June 2018,"[b'\\U0001f600', b'\\U0001f602', b'\\U0001f606', b'\\U0001f617', b'\\U0001f914']"

15th June 2018,"[b'\\U0001f48f', b'\\U0001f48d', b'\\u26c4', b'\\U0001f377', b'\\U0001f3c9']"

14th June 2018,"[b'\\U0001f618', b'\\U0001f917', b'\\U0001f409', b'\\U0001f308', b'\\U0001f610']"

13th June 2018,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f643', b'\\U0001f60b', b'\\U0001f608']"

12th June 2018,"[b'\\U0001f98a', b'\\U0001f416', b'\\U0001f448', b'\\U0001f64f', b'\\U0001f601']"

11th June 2018,"[b'\\U0001f914', b'\\U0001f61c', b'\\U0001f607', b'\\U0001f911', b'\\U0001f609']"

10th June 2018,"[b'\\U0001f600', b'\\U0001f60d', b'\\U0001f911', b'\\U0001f917', b'\\U0001f60a']"

9th June 2018,"[b'\\U0001f60d', b'\\U0001f602', b'\\U0001f984', b'\\U0001f354', b'\\U0001f91e']"

8th June 2018,"[b'\\U0001f60a', b'\\U0001f609', b'\\U0001f61c', b'\\U0001f60d', b'\\U0001f618']"

7th June 2018,"[b'\\U0001f60e', b'\\U0001f608', b'\\U0001f422', b'\\U0001f525', b'\\U0001f354']"

6th June 2018,"[b'\\U0001f60a', b'\\U0001f607', b'\\U0001f602', b'\\U0001f60d', b'\\U0001f61c']"

5th June 2018,"[b'\\U0001f600', b'\\U0001f642', b'\\U0001f917', b'\\U0001f914', b'\\U0001f60b']"

4th June 2018,"[b'\\U0001f602', b'\\U0001f618', b'\\U0001f98b', b'\\U0001f346', b'\\U0001f351']"

3rd June 2018,"[b'\\U0001f607', b'\\U0001f60a', b'\\U0001f911', b'\\U0001f914', b'\\U0001f602']"

2nd June 2018,"[b'\\U0001f607', b'\\U0001f60d', b'\\U0001f917', b'\\U0001f61c', b'\\U0001f643']"

1st June 2018,"[b'\\U0001f607', b'\\U0001f60e', b'\\U0001f308', b'\\U0001f606', b'\\U0001f352']"

31st May 2018,"[b'\\U0001f47c', b'\\U0001f431', b'\\U0001f984', b'\\U0001f638', b'\\U0001f64f']"

30th May 2018,"[b'\\U0001f60a', b'\\U0001f618', b'\\U0001f643', b'\\U0001f914', b'\\U0001f642']"

29th May 2018,"[b'\\U0001f917', b'\\U0001f60d', b'\\U0001f607', b'\\U0001f914', b'\\U0001f60b']"

28th May 2018,"[b'\\U0001f60a', b'\\U0001f308', b'\\U0001f436', b'\\U0001f445', b'\\u2600']"

27th May 2018,"[b'\\U0001f431', b'\\U0001f427', b'\\U0001f415', b'\\U0001f428', b'\\U0001f434']"

26th May 2018,"[b'\\U0001f642', b'\\U0001f602', b'\\U0001f618', b'\\U0001f643', b'\\U0001f60e']"

25th May 2018,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f60e', b'\\U0001f47d', b'\\U0001f984']"

24th May 2018,"[b'\\U0001f618', b'\\U0001f602', b'\\U0001f61c', b'\\U0001f601', b'\\U0001f606']"

23rd May 2018,"[b'\\U0001f412', b'\\U0001f421', b'\\U0001f498', b'\\U0001f61a', b'\\U0001f608']"

22nd May 2018,"[b'\\U0001f60e', b'\\U0001f917', b'\\U0001f913', b'\\U0001f606', b'\\U0001f911']"

21st May 2018,"[b'\\U0001f60a', b'\\U0001f47b', b'\\U0001f437', b'\\U0001f415', b'\\U0001f495']"

20th May 2018,"[b'\\U0001f4a9', b'\\U0001f495', b'\\U0001f643', b'\\U0001f352', b'\\U0001f60d']"

19th May 2018,"[b'\\U0001f60d', b'\\U0001f91e', b'\\U0001f420', b'\\U0001f61c', b'\\U0001f602']"

18th May 2018,"[b'\\U0001f60d', b'\\U0001f433', b'\\U0001f611', b'\\U0001f349', b'\\U0001f495']"

17th May 2018,"[b'\\U0001f60d', b'\\U0001f911', b'\\U0001f602', b'\\U0001f60a', b'\\U0001f643']"

16th May 2018,"[b'\\U0001f914', b'\\U0001f431', b'\\U0001f355', b'\\U0001f98b', b'\\U0001f339']"

15th May 2018,"[b'\\U0001f64b', b'\\U0001f64c', b'\\U0001f451', b'\\U0001f41d', b'\\U0001f3b3']"

14th May 2018,"[b'\\U0001f984', b'\\U0001f618', b'\\U0001f60d', b'\\U0001f602', b'\\U0001f498']"

13th May 2018,"[b'\\U0001f600', b'\\U0001f60a', b'\\U0001f60d', b'\\U0001f618', b'\\U0001f60b']"

12th May 2018,"[b'\\U0001f47b', b'\\U0001f911', b'\\U0001f61c', b'\\U0001f624', b'\\U0001f47d']"

11th May 2018,"[b'\\U0001f914', b'\\U0001f913', b'\\U0001f636', b'\\U0001f917', b'\\U0001f60e']"

10th May 2018,"[b'\\U0001f64f', b'\\U0001f412', b'\\U0001f984', b'\\u2764', b'\\u2764']"

9th May 2018,"[b'\\U0001f60b', b'\\U0001f61c', b'\\U0001f917', b'\\U0001f602', b'\\U0001f642']"

8th May 2018,"[b'\\U0001f601', b'\\U0001f911', b'\\U0001f64f', b'\\U0001f596', b'\\U0001f61b']"
